都道府県,市区町村,撮影場所,撮影日時,緯度,経度,"夜空の明るさ
（等級（mag/□”））",ばらつき,周辺状況,継続観察登録地点,備考,color
岩手県,八幡平市,,2021-09-06T21:20+09:00,40.08805556 ,141.12833333 ,21.79,0.12,,,,red
岩手県,大船渡市,大船渡市立博物館,2022-01-29T18:53+09:00,38.98888889,141.7416667,21.08,0.07,自然公園等,○,,red
岩手県,大船渡市,大船渡市防災観光交流センター（おおふなぽーと）,2022-01-29T19:18+09:00,39.06305556,141.7211111,19.13,0.19,商業地域,○,,yellow
岩手県,大船渡市,大船渡市猪川町字中井沢,2021-08-30T20:38+09:00,39.09083333 ,141.71388889 ,19.32,0.28,住宅地域,○,,yellow
宮城県,柴田郡　柴田町,柴田郡柴田町本船迫,2021-08-29T20:03+09:00,38.07555556 ,140.75611111 ,19.45,0.14,自然公園等,○,,yellow
秋田県,湯沢市,,2021-09-06T20:32+09:00,39.01055556 ,140.65944444 ,20.58,0.40,,,,orange
福島県,双葉郡　広野町,双葉郡広野町,2021-08-29T20:45+09:00,37.21555556 ,140.99305556 ,20.24,0.12,住宅地域,○,,orange
福島県,双葉郡　広野町,SUZUKI天体観測所,2021-01-09T18:26+09:00,37.19166667 ,140.95138889 ,20.82,0.07,森林山間地,○,,orange
茨城県,稲敷郡　阿見町,,2021-08-28T20:14+09:00,36.03611111 ,140.25638889 ,18.54,0.11,,,,green
群馬県,高山村,群馬県吾妻郡高山村ぐんま天文台,2023-08-12T20:45+09:00,36.59694444 ,138.97416667 ,20.76,0.12,森林山間地,○,,orange
富山県,富山市,,2021-09-06T19:50+09:00,36.68027778 ,137.21166667 ,18.18,0.08,,,,green
富山県,上市町,,2021-09-06T20:37+09:00,36.64944444 ,137.55111111 ,21.41,0.20,,,,red
福井県,池田町,福井県今立郡池田町龍双ヶ滝駐車場,2021-08-29T21:49+09:00,35.92027778 ,136.43555556 ,21.15,0.05,森林山間地,○,,red
福井県,池田町,福井県今立郡池田町新保ファミリースキー場,2021-09-09T21:47+09:00,35.85527778 ,136.30777778 ,20.94,0.08,森林山間地,○,,orange
山梨県,鳴沢村,,2021-08-28T20:21+09:00,35.39916667 ,138.68472222 ,20.94,0.12,,,,orange
長野県,塩尻市,洗馬小学校校庭,2021-08-28T20:35+09:00,36.11388889 ,137.91416667 ,20.25,0.15,農業地域,○,,orange
長野県,塩尻市,信州スカイパーク,2021-08-28T20:48+09:00,36.15666667 ,137.92194444 ,19.84,0.12,自然公園等,○,,yellow
長野県,根羽村,,2021-08-28T20:17+09:00,35.24944444 ,137.59111111 ,21.28,0.11,,,,red
長野県,天龍村,,2021-08-28T21:03+09:00,35.24916667 ,137.76472222 ,21.32,0.19,,,,red
長野県,塩尻市,広丘小学校校庭,2021-08-29T19:58+09:00,36.15361111 ,137.94611111 ,19.02,0.07,住宅地域,○,,yellow
長野県,塩尻市,長者原公園,2022-01-28T20:04+09:00,36.16444444,137.9463889,18.89,0.14,住宅地域,○,,green
長野県,松本市,西南公園,2023-08-11T21:29+09:00,36.18361111 ,137.91833333 ,19.64,0.10,自然公園等,○,,yellow
長野県,塩尻市,堅石公民館,2023-08-11T21:52+09:00,36.13888889 ,137.93750000 ,19.79,0.08,農業地域,○,,yellow
長野県,朝日村,朝日小学校付近,2021-08-29T20:25+09:00,36.12750000 ,137.86305556 ,20.48,0.11,住宅地域,○,,orange
長野県,王滝村,,2021-08-30T22:04+09:00,35.87111111 ,137.50083333 ,21.76,0.19,,,,red
長野県,下諏訪町,,2021-09-06T21:48+09:00,36.08333333 ,138.12722222 ,21.10,0.07,,,,red
静岡県,川根本町,静岡県榛原郡川根本町　なかかわね三ツ星天文台駐車場,2021-08-28T22:06+09:00,35.06833333 ,138.07666667 ,21.09,0.11,森林山間地,○,,red
愛知県,名古屋市　中区,名古屋市科学館,2021-08-29T21:13+09:00,35.16500000 ,136.89972222 ,16.95,0.11,商業地域,○,,blue
愛知県,春日井市,,2021-08-29T19:53+09:00,35.32583333 ,137.06472222 ,18.78,0.15,,,,green
愛知県,犬山市,,2021-08-29T20:04+09:00,35.33583333 ,137.02083333 ,18.84,0.22,,,,green
愛知県,小牧市,,2021-08-29T20:47+09:00,35.31166667 ,136.91583333 ,17.91,0.10,,,,blue
愛知県,名古屋市　北区,,2021-08-29T21:24+09:00,35.22166667 ,136.90805556 ,17.49,0.19,,,,blue
愛知県,安城市,,2021-08-30T19:52+09:00,34.97583333 ,137.09416667 ,17.21,0.14,,,,blue
愛知県,幸田町,,2021-09-09T20:36+09:00,34.88277778 ,137.17638889 ,18.67,0.14,,,,green
愛知県,蒲郡市,,2021-09-09T20:58+09:00,34.80833333 ,137.21500000 ,18.91,0.20,,,,green
京都府,京都市　右京区,,2021-09-09T21:00+09:00,35.02583333 ,135.66333333 ,19.22,0.11,,,,yellow
京都府,京都市　中京区,京都市左京区 鴨川河川敷,2021-09-06T19:42+09:00,35.01444444 ,135.77166667 ,17.98,0.10,住宅地域,○,,blue
京都府,京都市　上京区,上京区主税町,2021-09-09T21:00+09:00,35.01666667 ,135.74611111 ,18.06,0.10,商業地域,○,,green
兵庫県,神戸市　長田区,神戸市長田区鹿松町,2022-01-24T20:36+09:00,34.68361111,135.1330556,18.34,0.11,住宅地域,○,,green
兵庫県,神戸市　西区,神戸市西区井吹台 西神南,2022-08-28T20:23+09:00,34.69833333,135.03166667,18.29,0.05,住宅地域,○,,green
兵庫県,神戸市　垂水区,兵庫県立舞子高等学校屋上,2022-08-31T19:45+09:00,34.65527778,135.05527778,18.07,0.08,住宅地域,○,,green
和歌山県,古座川町,和歌山県東牟婁郡古座川町佐田,2023-08-20T20:50+09:00,33.59333333 ,135.69750000 ,21.74,0.26,森林山間地,○,,red
和歌山県,紀美野町,和歌山県海草郡紀美野町　みさと天文台,2023-08-10T21:04+09:00,34.14444444 ,135.40666667 ,20.76,0.05,森林山間地,○,,orange
和歌山県,和歌山市,和歌山県和歌山市中之島,2022-01-31T20:23+09:00,34.24527778,135.1833333,18.27,0.12,住宅地域,○,,green
岡山県,岡山市　北区,河原邸,2021-08-28T20:25+09:00,34.82444444 ,133.85611111 ,20.88,0.17,森林山間地,○,,orange
岡山県,久米南町,竜天天文台公園,2021-08-29T22:22+09:00,34.89388889 ,134.00222222 ,21.08,0.11,森林山間地,○,,red
広島県,東広島市,憩いの森公園,2021-09-09T19:58+09:00,34.44722222 ,132.73805556 ,19.03,0.16,自然公園等,○,,yellow
広島県,広島市　中区,,2023-08-13T22:00+09:00,34.39833333 ,132.45361111 ,17.13,0.09,,,,blue
愛媛県,今治市,愛媛県今治市宮窪町宮窪,2021-08-29T20:15+09:00,34.17055556 ,133.07888889 ,20.93,0.11,住宅地域,○,,orange
愛媛県,西条市,,2021-09-06T21:53+09:00,33.85805556 ,133.01444444 ,20.70,0.11,,,,orange
愛媛県,新居浜市,愛媛県総合科学博物館 屋上（愛媛県新居浜市）,2022-08-28T22:07+09:00,33.90972222,133.24472222,19.82,0.06,その他,○,,yellow
愛媛県,新居浜市,,2023-08-13T21:11+09:00,33.90305556 ,133.30972222 ,19.94,0.07,,,,yellow
福岡県,福岡市　城南区,福岡市中央区草香江,2021-01-17T20:51+09:00,33.57916667 ,130.37250000 ,17.86,0.07,住宅地域,○,,blue
福岡県,北九州市　戸畑区,九州工業大学 戸畑キャンパス運動場,2021-08-28T21:07+09:00,33.89000000 ,130.83972222 ,18.56,0.11,住宅地域,○,,green
福岡県,福岡市　博多区,,2021-09-08T21:44+09:00,33.59472222 ,130.41638889 ,17.27,0.15,,,,blue
長崎県,新上五島町,,2021-08-28T21:06+09:00,32.88611111 ,129.02861111 ,21.45,0.11,,,,red
長崎県,南松浦郡　新上五島町,,2021-08-29T20:43+09:00,32.93555556 ,129.03861111 ,21.49,0.19,,,,red
長崎県,佐世保市,佐世保市星和台町,2021-08-29T22:00+09:00,33.17416667 ,129.68000000 ,20.00,0.03,住宅地域,○,,orange
長崎県,五島市,,2021-08-29T20:30+09:00,32.66250000 ,128.85166667 ,21.44,0.09,,,,red
宮崎県,高千穂町,宮崎県西臼杵郡高千穂町　国見ヶ丘,2021-01-14T20:17+09:00,32.71777778 ,131.27722222 ,21.84,0.32,森林山間部,○,,red
宮崎県,高千穂町,,2021-08-28T21:03+09:00,32.71750000 ,131.27694444 ,21.73,0.26,,,（No.75と重複）,red
北海道,有珠郡　壮瞥町,,2021-01-10T18:10+09:00,42.57138889 ,140.90888889 ,20.58,0.10,,,,orange
北海道,北見市,,2021-01-13T19:01+09:00,43.81805556 ,143.90361111 ,18.05,0.32,,,,green
岩手県,岩手郡　雫石町,コテージむら管理センター 近辺,2021-01-06T19:14+09:00,39.63166667 ,140.96388889 ,20.67,0.11,農業地域,○,,orange
岩手県,岩手郡　雫石町,,2021-01-06T18:24+09:00,39.63305556 ,140.96555556 ,20.54,0.11,,,,orange
宮城県,仙台市　青葉区,,2022-08-28T21:01+09:00,38.25666667,140.75527778,19.71,0.10,,,,yellow
栃木県,塩谷郡　塩谷町,星ふる学校「くまの木」,2021-01-10T18:41+09:00,36.80000000 ,139.84638889 ,20.43,0.09,農業地域,○,,orange
群馬県,玉村町,群馬県佐波郡玉村町道の駅玉村宿,2021-01-10T18:49+09:00,36.30777778 ,139.09666667 ,18.41,0.14,農業地域,○,,green
群馬県,渋川市,,2021-01-13T18:40+09:00,36.53666667 ,139.04833333 ,19.35,0.11,,,,yellow
群馬県,吉岡町,,2022-01-24T19:44+09:00,36.43111111,139.0155556,18.64,0.13,,,,green
群馬県,みなかみ町,,2021-01-14T18:32+09:00,36.67805556 ,138.98222222 ,20.09,0.12,,,,orange
埼玉県,さいたま市　緑区,浦和美園４丁目公園,2023-08-10T21:52+09:00,35.89611111 ,139.73222222 ,17.68,0.12,住宅地域,○,,blue
埼玉県,さいたま市　岩槻区,さいたま市岩槻区加倉,2021-01-16T20:18+09:00,35.94416667 ,139.68611111 ,17.59,0.13,住宅地域,○,,blue
神奈川県,相模原市　緑区,,2021-01-16T20:10+09:00,35.60472222 ,139.27666667 ,18.73,0.13,,,,green
神奈川県,川崎市　多摩区,,2023-01-20T19:30+09:00,35.61416667,139.5733333,18.05,0.1,,,,green
神奈川県,相模原市　南区,相模原市南区下溝,2022-08-18T20:08+09:00,35.53805556,139.37388889,18.02,0.03,農業地域,○,,green
神奈川県,横浜市　都筑区,,2023-08-17T21:53+09:00,35.56638889 ,139.59472222 ,17.59,0.10,,,,blue
長野県,須坂市,,2021-01-13T18:46+09:00,36.55527778 ,138.35750000 ,20.61,0.11,,,,orange
長野県,小川村,,2021-01-13T19:43+09:00,36.63805556 ,137.98000000 ,20.81,0.08,,,,orange
長野県,箕輪町,上伊那郡箕輪町 箕輪北小学校グランド,2023-08-11T21:10+09:00,35.93388889 ,137.98305556 ,20.17,0.06,住宅地域,○,,orange
長野県,南木曽町,,2021-01-15T19:56+09:00,35.56250000 ,137.62638889 ,20.80,0.10,,,,orange
岐阜県,多治見市,,2021-01-14T20:17+09:00,35.30527778 ,137.10333333 ,18.64,0.15,,,,green
岐阜県,富加町,,2021-01-15T19:42+09:00,35.47916667 ,136.98250000 ,18.38,0.15,,,,green
岐阜県,美濃市,,2021-01-15T20:13+09:00,35.59861111 ,136.94277778 ,19.72,0.16,,,,yellow
岐阜県,郡上市,,2021-01-15T20:32+09:00,35.69277778 ,136.94777778 ,20.01,0.13,,,,orange
静岡県,函南町,,2021-01-14T19:08+09:00,35.10361111 ,139.03666667 ,19.65,0.21,,,,yellow
静岡県,南伊豆町,,2021-01-09T18:48+09:00,34.64972222 ,138.86638889 ,20.59,0.07,,,,orange
静岡県,西伊豆町,,2021-01-09T19:56+09:00,34.84138889 ,138.76138889 ,20.79,0.09,,,,orange
愛知県,名古屋市　熱田区,,2021-01-13T19:00+09:00,35.12083333 ,136.89388889 ,16.70,0.08,,,,blue
愛知県,名古屋市　港区,,2021-01-13T19:27+09:00,35.07583333 ,136.85250000 ,17.02,0.07,,,,blue
愛知県,名古屋市　中川区,,2021-01-13T20:01+09:00,35.13444444 ,136.87500000 ,16.69,0.08,,,,blue
愛知県,日進市,,2021-01-16T18:27+09:00,35.14861111 ,137.09277778 ,17.93,0.18,,,,blue
愛知県,瀬戸市,,2021-01-14T20:04+09:00,35.27222222 ,137.12972222 ,18.74,0.14,,,,green
三重県,大台町,,2021-01-08T18:30+09:00,34.40194444 ,136.40555556 ,20.12,0.15,,,,orange
三重県,大紀町,,2021-01-08T18:58+09:00,34.30694444 ,136.40583333 ,20.82,0.13,,,,orange
三重県,紀北町,,2021-01-08T19:16+09:00,34.23138889 ,136.34777778 ,20.86,0.17,,,,orange
三重県,熊野市,,2021-01-09T19:34+09:00,33.89972222 ,136.13805556 ,21.52,0.15,,,,red
京都府,亀岡市,,2021-01-15T19:31+09:00,35.02444444 ,135.63861111 ,18.72,0.09,,,,green
大阪府,大阪市　北区,,2021-01-13T19:17+09:00,34.69083333 ,135.49138889 ,16.02,0.23,,,,blue
兵庫県,姫路市,,2021-01-16T20:25+09:00,34.92138889 ,134.77027778 ,20.14,0.13,,,,orange
和歌山県,すさみ町,,2021-01-31T18:55+09:00,33.54833333 ,135.49472222 ,20.91,0.09,,,,orange
岡山県,岡山市　北区,,2021-01-10T20:23+09:00,34.67000000 ,133.91805556 ,17.54,0.14,,,,blue
岡山県,赤磐市,竜天天文台公園,2023-01-20T20:39+09:00,34.89361111,134.0025,20.92,0.09,森林山間地,○,,orange
広島県,福山市,広島県福山市瀬戸町長和周辺,2021-01-17T20:44+09:00,34.47611111 ,133.33166667 ,19.25,0.10,農業地域,○,,yellow
広島県,福山市,広島県福山市明治町　南小学校の校庭,2021-01-17T20:20+09:00,34.48333333 ,133.36805556 ,18.33,0.17,商業地域,○,,green
香川県,高松市,香川県高松市屋島（屋島山上観光駐車場周辺）,2021-01-11T19:59+09:00,34.38444444 ,134.09166667 ,17.28,0.42,森林山間部,○,,blue
高知県,香南市,,2021-01-09T19:41+09:00,33.57638889 ,133.71361111 ,20.45,0.07,,,,orange
高知県,土佐市,,2021-01-12T20:48+09:00,33.47111111 ,133.46555556 ,20.56,0.08,,,,orange
大分県,佐伯市,,2021-01-09T20:58+09:00,32.87861111 ,131.99222222 ,21.49,0.07,,,,red
大分県,佐伯市,大分県　佐伯市　米水津　空の公園,2021-01-04T19:27+09:00,32.87916667 ,131.99250000 ,20.97,0.20,森林山間部,○,,orange
大分県,佐伯市,大分県佐伯市宇目 藤河内渓谷キャンプ場,2021-01-10T19:26+09:00,32.78694444 ,131.54694444 ,21.56,0.10,森林山間部,○,,red
宮崎県,えびの市,,2021-01-14T19:58+09:00,32.03777778 ,130.88972222 ,20.91,0.09,,,,orange
鹿児島県,大島郡　瀬戸内町,,2021-01-10T19:55+09:00,28.15777778 ,129.29638889 ,21.54,0.09,,,,red
鹿児島県,龍郷町,,2021-01-13T21:34+09:00,28.41777778 ,129.64000000 ,21.74,0.10,,,,red
北海道,登別市,,2023-08-09T21:30+09:00,42.46027778 ,141.10305556 ,21.41,0.15,,,,red
岩手県,八幡平市,八幡平市 七時雨エリア,2022-08-21T20:16+09:00,40.08527778,141.12027778,21.71,0.04,森林山間地,○,,red
宮城県,仙台市　宮城野区,,2022-08-28T21:04+09:00,38.24666667,140.99861111,19.21,0.20,,,,yellow
宮城県,仙台市　若林区,,2022-08-28T21:20+09:00,38.20138889,140.96583333,19.65,0.16,,,,yellow
山形県,朝日町,山形県朝日町　Asahi自然観,2023-08-10T21:52+09:00,38.30805556 ,140.05138889 ,21.36,0.25,その他,○,,red
栃木県,大田原市,,2022-08-18T21:02+09:00,36.80027778,140.05083333,20.53,0.16,,,,orange
東京都,三鷹市,三鷹市大沢,2023-08-10T20:23+09:00,35.67444444 ,139.53777778 ,17.65,0.05,住宅地域,○,,blue
神奈川県,川崎市　中原区,,2023-08-18T21:12+09:00,35.58416667 ,139.64861111 ,17.43,0.07,,,,blue
神奈川県,川崎市　麻生区,,2023-08-12T22:02+09:00,35.61138889 ,139.47472222 ,18.19,0.07,,,,green
神奈川県,川崎市　宮前区,,2023-08-17T21:15+09:00,35.58944444 ,139.54805556 ,17.73,0.09,,,,blue
新潟県,新潟市　西蒲区,,2022-08-19T20:50+09:00,37.75305556,138.80194444,19.63,0.17,,,,yellow
新潟県,新潟市　西区,,2022-08-19T20:13+09:00,37.89555556,138.98111111,18.43,0.15,,,,green
新潟県,長岡市,,2022-08-19T21:30+09:00,37.62777778,138.76194444,20.33,0.10,,,,orange
三重県,尾鷲市,,2022-08-28T21:39+09:00,34.06194444,136.21472222,20.83,0.09,,,,orange
島根県,松江市,,2022-08-21T22:17+09:00,35.50222222,133.16666667,20.81,0.32,,,,orange
島根県,松江市,島根県松江市八束町　八束千本桜公園,2022-08-28T21:48+09:00,35.50166667,133.16000000,20.93,0.13,農業地域,○,,orange
岡山県,美咲町,,2023-08-12T22:55+09:00,34.96750000 ,134.05666667 ,20.99,0.08,,,,orange
山口県,山口市,山口県山口市阿東嘉年,2023-08-18T20:34+09:00,34.47388889 ,131.65583333 ,21.72,0.16,農業地域,○,,red
愛媛県,八幡浜市,,2022-08-27T20:56+09:00,33.45861111,132.41777778,19.02,0.08,,,,yellow
福岡県,春日市,,2022-08-28T21:28+09:00,33.51388889,130.45527778,16.70,0.23,,,,blue
熊本県,熊本市　北区,,2022-08-21T21:19+09:00,32.83027778,130.74055556,18.45,0.24,,,,green
熊本県,天草市,熊本県天草市,2023-08-11T21:08+09:00,32.45333333 ,130.12222222 ,21.62,0.16,森林山間地,○,,red
鹿児島県,奄美市,,2022-08-29T21:15+09:00,28.52861111,129.68972222,21.81,0.15,,,,red
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町阿木名,2022-01-24T21:30+09:00,28.175,129.3266667,21.5,0.07,農業地域,○,,red
鹿児島県,瀬戸内町,鹿児島県 瀬戸内町高知山,2022-01-31T19:30+09:00,28.16916667,129.3158333,21.52,0.09,森林山間地,○,,red
鹿児島県,瀬戸内町,鹿児島県瀬戸内町油井岳,2023-08-13T20:53+09:00,28.17500000 ,129.31250000 ,21.74,0.08,自然公園等,○,,red
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町春日公園,2022-01-31T21:10+09:00,28.14805556,129.3111111,20.35,0.08,商業地域,○,,orange
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町マネン崎,2023-08-19T22:01+09:00,28.13138889 ,129.33694444 ,21.65,0.21,自然公園等,○,,red
鹿児島県,龍郷町,鹿児島県大島郡龍郷町赤尾木,2022-01-26T20:41+09:00,28.41777778,129.64,21.63,0.08,その他,○,,red
沖縄県,竹富町,,2022-08-26T21:02+09:00,24.27361111,123.88027778,21.85,0.16,,,,red
北海道,壮瞥町,,2022-01-27T20:25+09:00,42.57138889,140.9091667,20.53,0.09,,,,orange
福島県,田村市,,2022-01-28T20:21+09:00,37.43305556,140.7280556,20.32,0.09,,,,orange
茨城県,桜川市,,2022-02-05T19:10+09:00,36.27666667,140.1455556,19.71,0.08,,,,yellow
栃木県,塩谷町,,2022-01-29T18:44+09:00,36.79972222,139.8463889,20.21,0.08,,,,orange
群馬県,前橋市,,2022-01-29T18:22+09:00,36.39583333,139.0602778,17.54,0.08,,,,blue
群馬県,榛東村,,2022-01-30T18:34+09:00,36.44138889,138.9758333,19.14,0.08,,,,yellow
群馬県,安中市,,2022-02-04T20:17+09:00,36.33861111,138.7397222,19.82,0.09,,,,yellow
東京都,檜原村,,2022-01-28T19:57+09:00,35.75555556,139.1130556,19.78,0.06,,,,yellow
長野県,塩尻市,北小野地区センター,2023-08-11T20:25+09:00,36.05166667 ,137.96916667 ,20.58,0.05,農業地域,○,,orange
長野県,佐久穂町,うすだスタードーム,2022-01-31T19:11+09:00,36.15222222,138.4888889,20.32,0.06,森林山間地,○,,orange
兵庫県,神戸市　須磨区,神戸市長田区鹿松町,2022-01-25T20:09+09:00,34.68361111,135.1163889,18.1,0.11,住宅地域,○,,green
愛媛県,四国中央市,,2023-08-12T21:53+09:00,33.94250000 ,133.53611111 ,20.63,0.11,,,,orange
愛媛県,今治市,,2022-02-04T21:00+09:00,34.11944444,133.0336111,20.14,0.1,,,,orange
高知県,津野町,高知県高岡郡津野町芳生野乙 星ふるヴィレッジTENGU,2022-01-24T19:12+09:00,33.47722222,133.005,21.59,0.13,森林山間地,○,,red
高知県,津野町,高知県高岡郡津野町芳生野甲,2022-01-31T21:00+09:00,33.39777778,133.0208333,21.47,0.1,森林山間地,○,,red
高知県,越知町,高知県越知町立横倉山自然の森博物館,2022-01-31T19:50+09:00,33.535,133.2416667,20.89,0.07,自然公園等,○,,orange
高知県,安芸市,,2022-02-04T20:27+09:00,33.45055556,133.9502778,21.15,0.14,,,,red
高知県,須崎市,,2022-02-05T20:34+09:00,33.40694444,133.3880556,20.87,0.09,,,,orange
福岡県,那珂川市,,2022-01-31T20:31+09:00,33.41277778,130.4205556,19.54,0.16,,,,yellow
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町ホノホシ海岸,2023-08-19T21:00+09:00,28.13083333 ,129.37000000 ,21.60,0.25,自然公園等,○,,red
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町瀬戸崎,2022-01-31T19:55+09:00,28.14916667,129.2961111,21.52,0.09,森林山間地,○,,red
鹿児島県,瀬戸内町,鹿児島県大島郡瀬戸内町ヤドリ浜,2022-01-31T20:50+09:00,28.12388889,129.3636111,21.63,0.06,自然公園等,○,,red
福島県,三島町,,2023-08-14T20:02+09:00,37.49500000 ,139.61888889 ,21.62,0.08,,,,red
茨城県,笠間市,,2023-08-18T20:43+09:00,36.36138889 ,140.28777778 ,19.63,0.06,,,,yellow
千葉県,成田市,,2023-08-19T20:23+09:00,35.76388889 ,140.38333333 ,17.73,0.10,,,,blue
千葉県,八千代市,,2023-08-08T21:34+09:00,35.75722222 ,140.10694444 ,17.88,0.18,,,,blue
東京都,小笠原村,小笠原村父島　コペペ海岸,2023-08-14T20:37+09:00,27.06444444 ,142.19305556 ,21.72,0.12,森林山間地,○,,red
神奈川県,川崎市　高津区,,2023-08-18T20:56+09:00,35.56916667 ,139.63444444 ,17.38,0.07,,,,blue
神奈川県,川崎市　幸区,,2023-08-18T21:45+09:00,35.53500000 ,139.66833333 ,17.51,0.12,,,,blue
神奈川県,川崎市　川崎区,,2023-01-12T20:17+09:00,35.51055556,139.7083333,17.27,0.1,,,,blue
長野県,諏訪市,長野県霧ヶ峰自然保護センター,2023-08-10T21:38+09:00,36.09805556 ,138.16861111 ,21.14,0.12,自然公園等,○,,red
岐阜県,下呂市,,2023-08-12T21:24+09:00,35.89916667 ,137.48083333 ,21.55,0.29,,,,red
静岡県,川根本町,静岡県榛原郡川根本町,2023-08-08T20:47+09:00,35.06194444 ,138.09638889 ,21.26,0.16,住宅地域,○,,red
兵庫県,南あわじ市,兵庫県南あわじ市阿万塩屋町「吹上浜（ふきあげはま）」,2023-08-19T20:55+09:00,34.21500000 ,134.71916667 ,20.46,0.14,自然公園等,○,,orange
山口県,周南市,山口県周南市（周南公立大学敷地内）,2023-08-16T20:04+09:00,34.04805556 ,131.84611111 ,17.74,0.11,住宅地域,○,,blue
徳島県,佐那河内村,徳島県名東郡佐那河内村上字大川原,2023-08-19T20:43+09:00,33.95472222 ,134.41500000 ,20.92,0.09,森林山間地,○,,orange
宮崎県,都城市,宮崎県都城市高崎町,2023-08-15T21:52+09:00,31.88027778 ,131.06972222 ,20.99,0.10,住宅地域,○,,orange
鹿児島県,大和村,,2023-08-18T21:02+09:00,28.34444444 ,129.31333333 ,21.81,0.14,,,,red
鹿児島県,宇検村,,2023-08-19T22:58+09:00,28.27666667 ,129.26500000 ,21.50,0.13,,,,red
鹿児島県,徳之島町,,2023-08-12T21:43+09:00,27.76638889 ,129.03722222 ,21.54,0.14,,,,red
鹿児島県,天城町,,2023-08-12T20:37+09:00,27.89277778 ,128.90055556 ,21.65,0.12,,,,red
鹿児島県,伊仙町,,2023-08-12T22:09+09:00,27.66972222 ,128.96972222 ,21.69,0.17,,,,red
沖縄県,今帰仁村,沖縄県国頭郡今帰仁村今泊　今帰仁城跡内　,2023-08-10T21:54+09:00,26.69222222 ,127.92805556 ,19.98,0.16,自然公園等,○,,yellow
沖縄県,今帰仁村,沖縄県国頭郡今帰仁村字与那嶺,2023-08-09T21:34+09:00,26.69750000 ,127.94944444 ,20.82,0.15,住宅地域,○,,orange
茨城県,常陸大宮市,,2023-01-21T19:53+09:00,36.65111111,140.2888889,20.7,0.06,,,,orange
栃木県,栃木市,,2023-01-21T18:54+09:00,36.25444444,139.6813889,19.86,0.07,,,,yellow
埼玉県,さいたま市　見沼区,,2023-01-20T19:24+09:00,35.96027778,139.6633333,17.65,0.09,,,,blue
埼玉県,狭山市,,2023-01-20T20:12+09:00,35.85583333,139.4080556,18,0.04,,,,green
千葉県,銚子市,,2023-01-21T18:47+09:00,35.71555556,140.8661111,19.98,0.07,,,,yellow
長野県,阿智村,下伊那郡阿智村清内路 流星観測場所,2023-01-18T18:52+09:00,35.5125,137.6702778,20.67,0.03,森林山間地,○,,orange
岐阜県,可児市,,2023-01-25T20:18+09:00,35.39666667,137.0586111,18.89,0.09,,,,green
岡山県,津山市,,2023-01-16T20:23+09:00,35.10416667,134.0686111,20.31,0.05,,,,orange
熊本県,玉名市,,2023-01-21T20:53+09:00,32.98777778,130.5608333,20.32,0.1,,,,orange
熊本県,山都町,清和高原天文台,2023-01-20T20:25+09:00,32.74083333,131.0983333,21.14,0.08,森林山間地,○,,red
